  MONTH     DAY     YEAR     HOUR     TEMP     HUMID    SOLAR    WIND
       2       15       90        0     70.8 0.015528        0     5.07
       2       15       90      100       71 0.015351        0      9.7
       2       15       90      200     70.3  0.01565        0     8.12
       2       15       90      300     69.3 0.014556        0     6.53
       2       15       90      400       69 0.014834      0.1     5.81
       2       15       90      500       69  0.01463      0.1     6.29
       2       15       90      600     69.2 0.014863      0.1     5.62
       2       15       90      700       69 0.014524      0.3     8.93
       2       15       90      800     68.4   0.0107     39.7    11.94
       2       15       90      900     68.9   0.0117    210.2     9.42
       2       15       90     1000     71.2   0.0146    393.8     8.93
       2       15       90     1100     67.8   0.0126    473.3     6.39
       2       15       90     1200     66.8   0.0114    634.9     3.17
       2       15       90     1300       71   0.0101    685.1     6.24
       2       15       90     1400     72.1   0.0077    704.2     7.24
       2       15       90     1500     73.2   0.0066    655.4     7.87
       2       15       90     1600     73.2   0.0059    507.5      6.5
       2       15       90     1700     72.5   0.0052    305.4     7.35
       2       15       90     1800     68.2   0.0043    101.2     7.22
       2       15       90     1900     62.8   0.0039      2.3     7.66
       2       15       90     2000     56.5   0.0039      0.5    10.09
       2       15       90     2100     53.4   0.0041      0.9    13.81
       2       15       90     2200     52.9   0.0027      1.1    12.19
       2       15       90     2300     52.8   0.0016      1.1      9.3
       2       16       90        0     52.4   0.0019      1.1    11.56
       2       16       90      100     51.4   0.0003      1.4     9.93
       2       16       90      200     51.4 0.005307      1.4    10.57
       2       16       90      300     51.2   0.0023      1.4     9.18
       2       16       90      400     49.9   0.0014      1.5     8.18
       2       16       90      500     49.2   0.0001      1.6     5.08
       2       16       90      600     47.3   0.0002      1.7      5.7
       2       16       90      700     46.3   0.0016      1.7     5.44
       2       16       90      800     45.8   0.0019     27.5     6.19
       2       16       90      900       47   0.0007    159.5      8.2
       2       16       90     1000     49.4 0.003704    335.7    11.12
       2       16       90     1100     51.9 0.003411    450.9     9.53
       2       16       90     1200     54.2 0.003055    613.9    10.56
       2       16       90     1300     56.1 0.002925    604.1     9.88
       2       16       90     1400     57.5 0.003396    589.5     8.76
       2       16       90     1500     58.4 0.003263    524.1     8.32
       2       16       90     1600     58.3 0.003875    400.6     9.21
       2       16       90     1700     57.6 0.004587    192.7     8.58
       2       16       90     1800     56.3  0.00506     69.2     8.52
       2       16       90     1900     54.2 0.004178      3.1     5.48
       2       16       90     2000     52.6 0.003801      1.2     6.11
       2       16       90     2100     51.3 0.003644      1.4     6.67
       2       16       90     2200     49.6   0.0003      1.4     6.01
       2       16       90     2300     47.8   0.0005      1.7     7.28
       2       17       90        0     46.5   0.0002      1.7     6.96
       2       17       90      100     45.4        0      1.8     7.26
       2       17       90      200     44.3 0.003759        2     7.17
       2       17       90      300     43.6 0.003928        2     8.87
       2       17       90      400     43.2 0.004031        2      9.6
       2       17       90      500     43.2 0.004018      2.1    10.06
       2       17       90      600     42.5 0.003948      2.1     9.79
       2       17       90      700     42.2 0.003713      2.1     9.78
       2       17       90      800     42.3 0.003682     13.6     9.01
       2       17       90      900     42.7 0.003737     61.1     9.06
       2       17       90     1000     43.7 0.003479    128.3     7.43
       2       17       90     1100     45.4 0.002976    240.8     6.47
       2       17       90     1200     46.5 0.003251    218.3     7.76
       2       17       90     1300     48.1 0.002977    258.6     6.26
       2       17       90     1400     49.8 0.003068    331.8     7.04
       2       17       90     1500     50.4  0.00326    209.8     7.13
       2       17       90     1600     50.8 0.003145    141.2     6.33
       2       17       90     1700     51.1 0.003405     70.4     5.69
       2       17       90     1800     50.6 0.003419     31.4     7.04
       2       17       90     1900       50 0.003044      1.8     6.55
       2       17       90     2000     49.4  0.00324      1.4     3.58
       2       17       90     2100     50.3 0.002392      1.4     3.53
       2       17       90     2200     49.2 0.002142      1.4     3.21
       2       17       90     2300     48.8 0.001965      1.4      2.5
       2       18       90        0     48.6  0.00408      1.5     5.28
       2       18       90      100     48.3 0.003671      1.5     3.17
       2       18       90      200     48.4 0.003628      1.5      2.4
       2       18       90      300     47.9  0.00375      1.5     3.66
       2       18       90      400     47.9 0.003889      1.6      3.8
       2       18       90      500     47.8 0.003852      1.6     3.35
       2       18       90      600       47 0.003682      1.5     3.98
       2       18       90      700     44.9   0.0001      1.7     4.67
       2       18       90      800     43.6    0.002      4.4     5.84
       2       18       90      900     43.1   0.0021     11.1      6.3
       2       18       90     1000     43.4   0.0017     28.7     5.51
       2       18       90     1100     43.7   0.0018     60.4     5.19
       2       18       90     1200     44.6   0.0025     75.8     4.57
       2       18       90     1300     45.5   0.0018    125.3     5.25
       2       18       90     1400     47.7    0.001    162.7     4.15
       2       18       90     1500     48.9   0.0006     59.7     3.65
       2       18       90     1600       49   0.0007     52.1      4.4
       2       18       90     1700     49.2   0.0007     31.1     5.01
       2       18       90     1800     49.3   0.0005     24.8     5.69
       2       18       90     1900     49.3   0.0003      3.1     5.82
       2       18       90     2000     49.4   0.0001      1.5     5.25
       2       18       90     2100     49.4   0.0002      1.5     4.55
       2       18       90     2200     49.5 0.002176      1.5     2.48
       2       18       90     2300     49.7   0.0009      1.4     1.84
       2       19       90        0     49.9   0.0034      1.4      1.3
       2       19       90      100     50.1   0.0039      1.4     1.47
       2       19       90      200     50.1   0.0037      1.4     2.44
       2       19       90      300     50.1   0.0035      1.4     4.56
       2       19       90      400     50.1   0.0034      1.4     3.84
       2       19       90      500       50   0.0033      1.4     4.42
       2       19       90      600     50.1   0.0034      1.4     4.59
       2       19       90      700     50.1   0.0034      1.5     4.87
       2       19       90      800       50   0.0035     12.6     5.43
       2       19       90      900     50.3   0.0034     69.9     6.84
       2       19       90     1000     51.6    0.003    150.9     6.61
       2       19       90     1100     52.4   0.0029    152.9     7.42
       2       19       90     1200     54.6   0.0006    460.6     7.95
       2       19       90     1300     56.2 0.003852    313.7     5.92
       2       19       90     1400     58.7 0.002209    368.4     6.27
       2       19       90     1500       60 0.003994    279.6     6.36
       2       19       90     1600     61.4 0.003421    545.5     5.27
       2       19       90     1700       63 0.004342    346.9     5.61
       2       19       90     1800     62.7 0.006517    132.2     5.92
       2       19       90     1900     60.5  0.00599      4.9     5.77
       2       19       90     2000     58.5  0.00367      0.7     4.23
       2       19       90     2100     57.3  0.00306      0.9     5.22
       2       19       90     2200     56.1 0.003995      0.9     5.08
       2       19       90     2300     55.1 0.003563        1     5.75
       2       20       90        0     54.1 0.005766        1     6.97
       2       20       90      100     52.8 0.005644      1.4     7.92
       2       20       90      200     51.4 0.005197      1.4     7.86
       2       20       90      300     49.9 0.004799      1.5     6.63
       2       20       90      400     48.4  0.00426      1.6     4.16
       2       20       90      500     47.6 0.003953      1.7     4.68
       2       20       90      600     46.4 0.004432      1.8     7.26
       2       20       90      700     45.9 0.004173      2.1     7.23
       2       20       90      800     45.2 0.004126     53.3    11.82
       2       20       90      900     47.4   0.0008    238.3    14.33
       2       20       90     1000     51.2 0.003779      444    13.31
       2       20       90     1100     55.6 0.004067    622.7    12.43
       2       20       90     1200     58.9   0.0002      730     9.41
       2       20       90     1300     61.5  0.00318    755.4    10.64
       2       20       90     1400     63.5 0.002614    785.2     8.14
       2       20       90     1500       65 0.004367      628     9.22
       2       20       90     1600     66.2 0.004428    539.2     8.58
       2       20       90     1700     67.1 0.006679    346.9    10.45
       2       20       90     1800     66.7  0.00824    131.7     7.99
       2       20       90     1900     64.5 0.007816      4.5     4.49
       2       20       90     2000     62.9 0.005676      0.5     4.58
       2       20       90     2100     60.5 0.004703      0.6     5.08
       2       20       90     2200       59 0.004412      0.7     6.25
       2       20       90     2300     57.1 0.004141      0.9     6.21
       2       21       90        0     56.9 0.006899      0.7     9.84
       2       21       90      100     57.5  0.00736      0.9     9.04
       2       21       90      200     57.9   0.0012      0.9     13.8
       2       21       90      300     58.1   0.0069      0.9    14.39
       2       21       90      400     58.3   0.0063      0.9     13.3
       2       21       90      500     58.2    0.006      0.9    10.96
       2       21       90      600     57.5   0.0061      0.7    10.99
       2       21       90      700     56.1   0.0064      0.7    12.41
       2       21       90      800     55.2   0.0066        4    14.23
       2       21       90      900       55   0.0074      8.4    10.64
       2       21       90     1000     51.8   0.0045      7.2    13.09
       2       21       90     1100     49.9   0.0045       16     10.4
       2       21       90     1200     49.1   0.0052     38.5    10.97
       2       21       90     1300     48.8   0.0048       79    11.02
       2       21       90     1400     48.8   0.0055     69.4     9.52
       2       21       90     1500     49.5   0.0057    151.4     9.08
       2       21       90     1600     50.5   0.0064    100.4     8.65
       2       21       90     1700     50.9   0.0067     71.2    11.35
       2       21       90     1800     51.2   0.0064     38.7    11.14
       2       21       90     1900       51   0.0065        6     7.44
       2       21       90     2000     50.4   0.0063      1.1     6.55
       2       21       90     2100     49.4    0.006      1.2     6.69
       2       21       90     2200     48.8   0.0059      1.6     5.51
       2       21       90     2300     48.7   0.0058      1.6     7.96
       2       22       90        0     48.3   0.0056      1.5     5.39
       2       22       90      100     47.9   0.0056      1.5     5.46
       2       22       90      200     48.1   0.0056      1.5     5.54
       2       22       90      300     48.9   0.0057      1.4     7.01
       2       22       90      400     49.8   0.0058      1.4     6.92
       2       22       90      500     49.1   0.0057      1.5     5.04
       2       22       90      600     47.6   0.0054      1.6     5.07
       2       22       90      700     46.6   0.0053      2.1     9.15
       2       22       90      800     45.6   0.0051     62.6    10.19
       2       22       90      900     46.6   0.0049    215.4    13.13
       2       22       90     1000       50    0.003    463.1    18.03
       2       22       90     1100     52.8    0.003    639.7    18.98
       2       22       90     1200     54.9   0.0027    763.7    20.39
       2       22       90     1300     57.4   0.0022    811.5    21.05
       2       22       90     1400     58.6   0.0036    770.5    26.28
       2       22       90     1500       57   0.0035    536.8       24
       2       22       90     1600     56.8   0.0036      249     25.4
       2       22       90     1700     54.5   0.0028    201.5     25.3
       2       22       90     1800     52.6   0.0001    117.5     17.5
       2       22       90     1900     53.8    0.001      8.9     10.6
       2       22       90     2000       51   0.0019        1    10.97
       2       22       90     2100     50.4   0.0011      1.2    10.02
       2       22       90     2200     49.3   0.0004      1.4     3.23
       2       22       90     2300     47.8   0.0005      1.6     2.81
       2       23       90        0     47.3   0.0007      1.5     3.59
       2       23       90      100     45.1    0.003      1.5     8.26
       2       23       90      200     43.9   0.0031      1.6    10.55
       2       23       90      300     42.7   0.0031      1.7    10.84
       2       23       90      400       42   0.0029      1.7    10.27
       2       23       90      500     42.4   0.0027      1.8    10.01
       2       23       90      600     42.9   0.0028      1.7     9.73
       2       23       90      700     42.8    0.003      2.3     7.57
