u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
-0.45068150758743286,18.805171966552734,19.086669921875,-0.3500545918941498,18.2932186126709,0.0028655678033828735,0.004419136792421341,0.0003281021781731397,24.554214477539062,18.316547393798828,19.850690841674805,0.18710079789161682,17
-0.32573699951171875,18.818571090698242,19.092390060424805,-0.30580300092697144,18.29480743408203,0.0002567816700320691,0.0006058723665773869,-0.0007853526622056961,24.53807830810547,18.31495475769043,19.850671768188477,0.2454174906015396,17
-0.44086402654647827,18.82876968383789,19.089380264282227,-0.3725026249885559,18.29409408569336,0.0023549713660031557,0.0012895871186628938,0.0003864681930281222,24.544692993164062,18.32630729675293,19.850656509399414,0.17661534249782562,17
-0.3270256817340851,18.835567474365234,19.083030700683594,-0.3161987066268921,18.29254150390625,0.00610466580837965,2.558432606747374e-05,0.0020456609781831503,24.554018020629883,18.330833435058594,19.85064697265625,0.23830270767211914,17
-0.47115013003349304,18.857032775878906,19.0825252532959,-0.33227214217185974,18.291427612304688,0.003132822923362255,-0.0643167793750763,0.03718377649784088,24.565397262573242,18.326662063598633,19.85063934326172,0.20819665491580963,17
-0.5389726161956787,18.901548385620117,19.07710838317871,0.00914747267961502,18.29062843322754,0.009636123664677143,-0.613635241985321,0.33674734830856323,24.57360076904297,18.323862075805664,19.85063362121582,0.4762178361415863,17
-0.6531484723091125,18.94171142578125,19.074583053588867,0.2388896942138672,18.292524337768555,0.0013370123924687505,-1.0056473016738892,0.5542112588882446,24.57657814025879,18.321935653686523,19.850629806518555,0.6700153350830078,17
-0.7583915591239929,18.960861206054688,19.08249855041504,0.3950992524623871,18.29404067993164,0.0014219575095921755,-1.2883837223052979,0.7063699960708618,24.574949264526367,18.314655303955078,19.850627899169922,0.7520354986190796,17
-0.7271284461021423,18.97354507446289,19.085533142089844,0.5466225147247314,18.291963577270508,0.0005765525856986642,-1.4905304908752441,0.8173394799232483,24.567079544067383,18.30692481994629,19.85062599182129,0.9105414152145386,17
-0.8743074536323547,18.987812042236328,19.076025009155273,0.5789439678192139,18.287233352661133,-0.001247879583388567,-1.6344635486602783,0.8980128765106201,24.553241729736328,18.301733016967773,19.850624084472656,0.9240097999572754,17
-0.7669839859008789,18.998701095581055,19.078054428100586,0.6892814040184021,18.286502838134766,0.0018526752246543765,-1.7392078638076782,0.9520295262336731,24.534229278564453,18.305416107177734,19.850622177124023,1.0335381031036377,17
-0.8912748694419861,19.004302978515625,19.083162307739258,0.6804993152618408,18.28929901123047,-0.004142461344599724,-1.8121256828308105,0.9954599738121033,24.5189208984375,18.303592681884766,19.8769588470459,1.0317845344543457,17
-0.8437439203262329,18.990060806274414,19.089574813842773,0.7328829169273376,18.287063598632812,0.003363267285749316,-1.8669898509979248,1.02293062210083,24.508377075195312,18.31222152709961,19.902965545654297,1.0808544158935547,17
-0.8086216449737549,18.965435028076172,19.101913452148438,0.8105266094207764,18.284530639648438,-0.003565325168892741,-1.9037305116653442,1.045553207397461,24.501676559448242,18.313796997070312,19.85196304321289,1.1154041290283203,17
-0.886074423789978,18.929105758666992,19.101842880249023,0.7962298393249512,18.284992218017578,-0.0005803902167826891,-1.9312278032302856,1.059219479560852,24.476713180541992,18.319961547851562,19.85222816467285,1.0890792608261108,17
-0.8263200521469116,18.88047218322754,19.096738815307617,0.8438896536827087,18.285400390625,0.00028046153602190316,-1.9495526552200317,1.0717929601669312,24.459692001342773,18.332565307617188,19.85196304321289,1.15120267868042,17
-0.9450922608375549,18.83951759338379,19.092737197875977,0.8010491132736206,18.28534698486328,-0.0014518655370920897,-1.965535044670105,1.0769398212432861,24.458145141601562,18.33057403564453,19.92391586303711,1.0966111421585083,17
-0.8420171737670898,18.80728530883789,19.09233856201172,0.8511807322502136,18.285306930541992,-0.0015386209124699235,-1.9743080139160156,1.0845836400985718,24.467418670654297,18.32253646850586,19.903139114379883,1.1633228063583374,17
-0.9611871242523193,18.779071807861328,19.09185791015625,0.8081907629966736,18.285280227661133,-0.0032630928326398134,-1.9814529418945312,1.0883607864379883,24.47800064086914,18.31739616394043,19.88825035095215,1.1218205690383911,17
-0.91281658411026,18.773731231689453,19.09414291381836,0.833553671836853,18.284027099609375,0.0007869527325965464,-1.9881951808929443,1.0877426862716675,24.483293533325195,18.310976028442383,19.87758445739746,1.1148113012313843,17
-0.9164708852767944,18.800945281982422,19.102876663208008,0.827922523021698,18.284282684326172,-0.0012790844775736332,-1.9908864498138428,1.0927542448043823,24.50847816467285,18.3089542388916,19.86993980407715,1.1209051609039307,17
-0.9455317854881287,18.83547019958496,19.10789680480957,0.8117251992225647,18.284276962280273,0.0014467239379882812,-1.9946575164794922,1.0917599201202393,24.53093719482422,18.30624008178711,19.864463806152344,1.1102606058120728,17
-0.8646435737609863,18.84711456298828,19.10292625427246,0.8446675539016724,18.284809112548828,0.002650901908054948,-1.9950242042541504,1.0959969758987427,24.538719177246094,18.302207946777344,19.86054039001465,1.1721737384796143,17
-0.9744325280189514,18.856868743896484,19.099063873291016,0.8031708598136902,18.285888671875,0.00016257009701803327,-1.9977025985717773,1.0933825969696045,24.530256271362305,18.30116844177246,19.85772705078125,1.1157753467559814,17
-0.42177414894104004,18.885250091552734,19.098102569580078,0.6659095287322998,18.288511276245117,4.788293361663818,-2.099720001220703,2.0627739429473877,24.52356719970703,18.300851821899414,19.855712890625,0.6384467482566833,17
5.692666053771973,18.936124801635742,19.090200424194336,-1.20516037940979,18.292667388916016,117.7774887084961,-3.1912145614624023,11.296728134155273,24.52557945251465,18.303977966308594,19.85426902770996,2.6897075176239014,17
16.276485443115234,18.967649459838867,19.08249282836914,-6.805256366729736,18.293256759643555,333.6721496582031,-6.213004112243652,26.67050552368164,24.487628936767578,18.321258544921875,19.853235244750977,10.858562469482422,17
30.292930603027344,18.974653244018555,19.082378387451172,-14.666522979736328,18.291940689086914,630.3953247070312,-8.841184616088867,39.17913055419922,24.462026596069336,18.33045768737793,19.852493286132812,18.124547958374023,17
46.82078170776367,18.984926223754883,19.089004516601562,-23.747087478637695,18.289146423339844,984.8758544921875,-10.724750518798828,48.14261245727539,24.440998077392578,18.323116302490234,19.85196304321289,23.2641658782959,17
65.2615737915039,18.994495391845703,19.077804565429688,-33.43342590332031,18.286100387573242,1380.6849365234375,-11.98437213897705,54.39499282836914,24.435739517211914,18.31703758239746,19.851581573486328,26.644554138183594,17
84.1160659790039,18.994611740112305,19.058530807495117,-36.39991760253906,18.283918380737305,1806.12451171875,-13.859474182128906,51.28224182128906,24.430776596069336,18.314149856567383,19.851308822631836,23.393009185791016,17
91.3332748413086,18.994813919067383,19.049341201782227,-46.962989807128906,18.28050422668457,2252.7548828125,-32.17198181152344,54.01887512207031,24.36547088623047,18.312969207763672,19.85111427307129,26.759754180908203,17
94.83026123046875,18.975936889648438,19.052419662475586,-56.537376403808594,18.277015686035156,2714.52392578125,-52.63347244262695,55.179786682128906,24.285898208618164,18.315900802612305,19.850975036621094,29.104347229003906,17
95.68653106689453,18.94110679626465,19.081937789916992,-65.28024291992188,18.276365280151367,3187.173583984375,-73.00691986083984,55.308326721191406,24.26473617553711,18.314189910888672,19.850873947143555,30.66880989074707,17
94.44209289550781,18.910120010375977,19.080291748046875,-72.85375213623047,18.277559280395508,3662.767333984375,-92.45965576171875,54.71633529663086,24.372970581054688,18.3079833984375,19.850801467895508,32.56956481933594,17
93.56522369384766,18.874515533447266,19.053178787231445,-78.1606216430664,18.28554916381836,4041.967041015625,-107.04657745361328,54.13114547729492,24.45832061767578,18.318531036376953,19.850749969482422,37.01316452026367,17
